Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
630.957,0.615287,0.202626,0.384995,3.93042,0.0296759,0.000436407,0.0295137,0.00690013,0.000244103,1.48376e-05,4.64067e-06,3.83305,0.159994,0.00515161,3.77257
794.328,0.613907,0.207134,0.403505,3.90513,0.0295827,0.000542311,0.0284049,0.00733705,0.000261402,1.48376e-05,4.64067e-06,3.76162,0.175267,0.0059705,3.73108
999.999,0.61344,0.211701,0.420726,3.87787,0.0295438,0.000644024,0.0275799,0.00765221,0.000291518,1.48376e-05,4.64067e-06,3.69129,0.1907,0.00703664,3.68722
1258.92,0.614047,0.216897,0.437156,3.84972,0.0294235,0.000733476,0.0267874,0.00792883,0.000368004,1.48376e-05,4.64067e-06,3.62268,0.207069,0.00810197,3.64142
1584.89,0.615188,0.222038,0.451812,3.82079,0.0293344,0.000894464,0.0261387,0.00812842,0.000402137,2.17515e-05,4.64067e-06,3.5572,0.22376,0.00938147,3.59436
1995.26,0.616884,0.227359,0.465291,3.79118,0.0293799,0.000994152,0.0254283,0.00822092,0.000508879,2.17515e-05,4.64067e-06,3.49352,0.240858,0.0106154,3.54621
2511.89,0.618987,0.233146,0.476752,3.76124,0.0292553,0.00117794,0.0248193,0.00841483,0.000606433,2.17515e-05,4.64067e-06,3.43475,0.257743,0.0117889,3.49798
3162.28,0.621241,0.238708,0.487395,3.73229,0.0290459,0.00135627,0.0242291,0.00864708,0.000652067,2.17515e-05,4.64067e-06,3.37755,0.275919,0.0130325,3.44948
3981.07,0.623712,0.244458,0.496684,3.70343,0.0288249,0.00150002,0.0238134,0.00882896,0.000775321,2.17515e-05,4.64067e-06,3.32448,0.293266,0.0140548,3.402
5011.87,0.626254,0.250233,0.504485,3.67588,0.0287406,0.00156157,0.0233461,0.00897734,0.000899941,2.17515e-05,4.64067e-06,3.2745,0.311917,0.0151663,3.35453
6309.57,0.629077,0.256315,0.510955,3.64761,0.0286335,0.00174091,0.0229812,0.00904183,0.000986743,2.17515e-05,4.64067e-06,3.22801,0.329714,0.0161964,3.30725
7943.28,0.631613,0.262268,0.516751,3.62142,0.0285075,0.00182452,0.0226959,0.00913534,0.00106493,2.17515e-05,7.6999e-06,3.18486,0.34762,0.0174325,3.26188
9999.99,0.634044,0.267908,0.521485,3.59683,0.0284548,0.00197759,0.0224127,0.00916569,0.00109837,2.17515e-05,7.6999e-06,3.14542,0.365049,0.0182494,3.21884
12589.2,0.636429,0.273491,0.525443,3.57282,0.0281091,0.00211285,0.0221741,0.0092379,0.00128836,2.75182e-05,8.45968e-06,3.10971,0.380554,0.0192891,3.17809
15848.9,0.638095,0.278883,0.528693,3.55034,0.027875,0.00224629,0.0219512,0.00926013,0.00142064,2.75182e-05,9.05586e-06,3.07584,0.396624,0.020096,3.13868
19952.6,0.64029,0.283582,0.53115,3.52897,0.0278531,0.00229086,0.0216804,0.00925226,0.00156036,2.75182e-05,9.05586e-06,3.04505,0.410706,0.0209971,3.10247
25118.8,0.642327,0.288259,0.533322,3.5092,0.0275329,0.00244619,0.0215109,0.00927051,0.00176379,2.75182e-05,9.05586e-06,3.01797,0.423993,0.0218009,3.06857
31622.8,0.643854,0.292594,0.535137,3.49098,0.0273416,0.00255977,0.0213091,0.00932875,0.00191352,2.75182e-05,9.63764e-06,2.99231,0.436762,0.0223817,3.03702
39810.7,0.645146,0.296543,0.537041,3.47352,0.027161,0.00265334,0.0211562,0.0093193,0.0020399,2.75182e-05,9.05586e-06,2.96915,0.447722,0.0231041,3.00822
50118.7,0.646187,0.300422,0.538319,3.45778,0.0269032,0.0026165,0.020996,0.00934753,0.00225119,2.75182e-05,1.10008e-05,2.94911,0.458598,0.0232247,2.9821
63095.7,0.646739,0.304096,0.539511,3.44317,0.0267099,0.00269292,0.0208256,0.00936711,0.0024708,2.75182e-05,1.10008e-05,2.93039,0.46829,0.0233582,2.95799
79432.8,0.647725,0.307397,0.540396,3.43002,0.0264735,0.00269461,0.0207469,0.00931541,0.00272717,2.75182e-05,1.10008e-05,2.91346,0.478121,0.0236297,2.93548
99999.9,0.648797,0.309948,0.541334,3.41724,0.0260811,0.0027193,0.0206219,0.0093497,0.00305095,3.1428e-05,1.10008e-05,2.89874,0.48626,0.0235087,2.91557
125892,0.649731,0.312611,0.542378,3.40497,0.0256715,0.00261399,0.0205407,0.0093662,0.0034306,3.1428e-05,1.41732e-05,2.88556,0.493358,0.0230378,2.89753
158489,0.650548,0.314982,0.543165,3.39385,0.0251412,0.00257767,0.0204498,0.00933286,0.00400379,3.1428e-05,1.60174e-05,2.87397,0.500078,0.022514,2.88118
199526,0.651589,0.317114,0.543851,3.38344,0.0246361,0.00246986,0.0203777,0.00927481,0.00454308,3.1428e-05,1.29581e-05,2.8647,0.506152,0.0216882,2.8666
251188,0.652433,0.319144,0.544418,3.37317,0.0242177,0.00241181,0.0202795,0.00927904,0.00496409,3.1428e-05,1.29581e-05,2.85589,0.512204,0.0207095,2.85307
316227,0.653461,0.320853,0.545291,3.36318,0.0236794,0.00225598,0.020227,0.00928833,0.00553231,3.1428e-05,1.1114e-05,2.84773,0.517935,0.0196084,2.84058
398107,0.654469,0.322448,0.546047,3.35429,0.0229274,0.00199678,0.0201839,0.00930619,0.00625547,3.1428e-05,1.1114e-05,2.84126,0.523543,0.018252,2.82936
501187,0.655339,0.323747,0.546829,3.34512,0.022017,0.00183136,0.020155,0.00933561,0.00711011,3.1428e-05,1.1114e-05,2.83578,0.527643,0.0166301,2.81994
630957,0.656287,0.324845,0.547361,3.33691,0.0212914,0.00168418,0.0201115,0.00934746,0.00778121,3.1428e-05,7.94157e-06,2.83196,0.531644,0.0147411,2.81164
794327,0.657148,0.325878,0.54796,3.32972,0.0205612,0.00147036,0.0200569,0.00936186,0.00850698,3.1428e-05,7.94157e-06,2.8286,0.535054,0.0132595,2.80467
999999,0.657346,0.326481,0.548272,3.3251,0.0201503,0.00137857,0.0200338,0.00939354,0.00887975,3.1428e-05,7.94157e-06,2.82642,0.536589,0.012513,2.80083
