Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1258.92,0.612743,0.216435,0.435252,3.8547,0.0301042,0.000810323,0.027578,0.00743205,0.000381488,1.04019e-05,0,3.62783,0.207129,0.00809973,3.64626
1584.89,0.613769,0.221479,0.449491,3.82638,0.0300002,0.000965197,0.0268959,0.00774128,0.000402579,1.04019e-05,0,3.56398,0.223161,0.00906184,3.60075
1995.26,0.614696,0.226815,0.462424,3.79746,0.0298175,0.00102215,0.0262123,0.00797048,0.000565415,1.04019e-05,6.38678e-07,3.50181,0.240418,0.0102234,3.55325
2511.89,0.616852,0.232751,0.474294,3.76755,0.0297313,0.00114033,0.025558,0.00821284,0.000646719,1.04019e-05,0,3.44196,0.257865,0.0113994,3.50453
3162.28,0.619649,0.238407,0.48456,3.739,0.0293835,0.00137176,0.0250319,0.00844924,0.000759663,1.38375e-05,0,3.38654,0.275165,0.0126549,3.45711
3981.07,0.621519,0.244493,0.493995,3.71147,0.029292,0.00148806,0.0245454,0.00862495,0.000799658,1.38375e-05,5.96226e-06,3.33289,0.294055,0.0139961,3.40925
5011.87,0.624709,0.250338,0.501418,3.68287,0.0290055,0.00154992,0.0242233,0.00877801,0.000909399,1.38375e-05,5.96226e-06,3.28472,0.312041,0.0149556,3.36159
6309.57,0.627432,0.256492,0.507894,3.65574,0.0288844,0.00179424,0.0237954,0.00885789,0.00101103,1.38375e-05,7.0904e-06,3.23856,0.33054,0.0161073,3.31443
7943.28,0.629784,0.262405,0.513276,3.62984,0.0287553,0.00199668,0.0234762,0.00890425,0.00110558,1.38375e-05,1.61149e-05,3.19622,0.348633,0.0170996,3.26922
9999.99,0.631992,0.267839,0.517603,3.6043,0.0287167,0.00212508,0.0231409,0.0089487,0.00116719,1.38375e-05,2.78735e-05,3.15682,0.364864,0.0182021,3.22617
12589.2,0.633949,0.273625,0.521144,3.5805,0.0285723,0.00229225,0.0228806,0.00899202,0.00122789,1.38375e-05,2.78735e-05,3.12132,0.381361,0.0190872,3.185
15848.9,0.635982,0.27908,0.524214,3.55828,0.0282741,0.00248186,0.0226187,0.00915997,0.00132424,1.38375e-05,2.96209e-05,3.08701,0.398019,0.0200709,3.14503
19952.6,0.637894,0.284191,0.527171,3.53749,0.0281618,0.0025897,0.022421,0.00914258,0.00139382,1.42715e-05,2.96209e-05,3.05648,0.412797,0.0208091,3.10871
25118.8,0.639597,0.288892,0.529447,3.51803,0.0279267,0.00268262,0.0222632,0.00920098,0.00152274,1.42715e-05,2.19074e-05,3.02822,0.426885,0.0215264,3.07434
31622.8,0.641687,0.29321,0.531178,3.49911,0.0277714,0.00282562,0.0220171,0.00924875,0.00165089,1.42715e-05,2.19074e-05,3.00272,0.439431,0.0222101,3.0424
39810.7,0.642992,0.297117,0.533041,3.48253,0.0275014,0.00292637,0.0218802,0.00930412,0.00182691,1.42715e-05,2.19074e-05,2.97956,0.45077,0.022734,3.014
50118.7,0.644486,0.300763,0.534597,3.46627,0.0272448,0.00291652,0.0217413,0.00933935,0.00204599,1.42715e-05,2.19074e-05,2.9589,0.460861,0.0231671,2.98777
63095.7,0.645681,0.304303,0.536192,3.45146,0.0269667,0.00302548,0.0216234,0.00929516,0.00228023,1.42715e-05,2.24031e-05,2.9396,0.470468,0.0233417,2.96336
79432.8,0.646915,0.307454,0.537435,3.4379,0.0266394,0.00299062,0.0214938,0.00931305,0.00263229,1.42715e-05,2.24031e-05,2.92318,0.479575,0.0232046,2.94145
99999.9,0.648234,0.310092,0.538346,3.42522,0.0261341,0.00298835,0.0213468,0.00932827,0.0030851,1.42715e-05,2.24031e-05,2.909,0.487782,0.0228195,2.92153
125892,0.649225,0.312569,0.539355,3.4135,0.0256993,0.00294882,0.021252,0.00939292,0.00343976,1.42715e-05,2.02381e-05,2.89521,0.494926,0.0225634,2.90364
158489,0.649907,0.314891,0.540209,3.40258,0.0252179,0.00291358,0.0211038,0.00942659,0.00389185,1.42715e-05,1.58749e-05,2.88463,0.501188,0.0219502,2.88807
199526,0.650785,0.31698,0.540932,3.39226,0.0247006,0.00277145,0.0210288,0.00937845,0.00444646,1.42715e-05,1.77831e-05,2.87533,0.507451,0.0210835,2.87366
251188,0.651457,0.318703,0.541748,3.38224,0.0240857,0.00263523,0.0209781,0.00942034,0.00495352,1.42715e-05,1.77831e-05,2.86595,0.512867,0.0203837,2.86076
316227,0.652505,0.320293,0.542471,3.37268,0.0234971,0.00240499,0.0208666,0.00939371,0.00561823,1.42715e-05,1.77831e-05,2.85843,0.517943,0.0193381,2.84902
398107,0.653383,0.321756,0.543281,3.36369,0.0227506,0.00214596,0.0208307,0.00943603,0.00631054,1.54541e-05,1.77831e-05,2.85229,0.522587,0.0178933,2.83865
501187,0.654279,0.323122,0.544081,3.35491,0.0219286,0.00185382,0.0207947,0.0094436,0.00712193,1.54541e-05,1.77831e-05,2.84684,0.527312,0.0163741,2.82911
630957,0.654988,0.32447,0.544774,3.34664,0.0211488,0.00165407,0.0207712,0.00944037,0.00786444,1.54541e-05,1.77831e-05,2.84285,0.531722,0.0145799,2.8208
794327,0.655385,0.325468,0.545277,3.33938,0.020344,0.00144265,0.020713,0.00946906,0.00864787,1.54541e-05,1.77831e-05,2.83959,0.534916,0.0130963,2.8141
999999,0.655614,0.326023,0.545545,3.33503,0.0198005,0.00133028,0.0206897,0.00950052,0.00914668,1.54541e-05,1.77831e-05,2.83788,0.536824,0.0120658,2.81031
