Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
79.4328,0.663901,0.174787,0.204455,4.07915,0.0281736,8.16646e-05,0.0441047,0.00407568,6.94564e-07,0,0,4.43094,0.0627747,0.000789841,4.0235
100,0.656275,0.176681,0.221614,4.06988,0.0284979,0.000107785,0.0421558,0.00434804,6.10076e-07,0,0,4.3768,0.0707145,0.00101737,4.00602
125.892,0.648539,0.178869,0.2402,4.05866,0.0289015,0.000121366,0.040115,0.00463327,6.10076e-07,0,0,4.31738,0.0792289,0.00127187,3.98602
158.489,0.641208,0.181445,0.260825,4.04581,0.0291594,0.000172275,0.0384714,0.0048744,5.60289e-06,0,0,4.25334,0.0884823,0.00159943,3.96353
199.526,0.63556,0.184094,0.280923,4.03121,0.0293629,0.000182596,0.0369735,0.00512049,1.2869e-05,0,0,4.1878,0.0989459,0.00194133,3.9381
251.189,0.62987,0.187122,0.301918,4.01424,0.0293574,0.000213805,0.035563,0.00546676,5.56796e-05,0,0,4.118,0.110536,0.00224759,3.90916
316.228,0.625044,0.190312,0.323009,3.99564,0.0294508,0.000275823,0.0339575,0.00594223,6.69118e-05,0,0,4.04716,0.122013,0.00287972,3.8784
398.107,0.621338,0.193731,0.343658,3.97504,0.0296265,0.000388229,0.0324445,0.00630358,0.000157582,0,0,3.97448,0.134615,0.0035518,3.84431
501.187,0.618596,0.197574,0.36426,3.95215,0.0296473,0.000505555,0.0313375,0.00669028,0.000148976,0,0,3.90027,0.147926,0.00421982,3.80732
630.957,0.615849,0.201704,0.384805,3.92807,0.0296197,0.000578136,0.0302052,0.00702146,0.000191064,0,0,3.82697,0.161436,0.00494625,3.76894
794.328,0.614551,0.20611,0.403572,3.90278,0.0296399,0.000644072,0.0291027,0.00743261,0.000229233,6.03676e-06,0,3.75548,0.175738,0.00589542,3.72828
999.999,0.613956,0.211168,0.420993,3.87525,0.0295754,0.000733652,0.0281954,0.0077743,0.000254939,6.03676e-06,0,3.68476,0.191528,0.00692922,3.68382
1258.92,0.614157,0.216256,0.437623,3.84735,0.0294803,0.000833903,0.0272927,0.00803291,0.000347212,6.03676e-06,5.57212e-06,3.61625,0.207701,0.00801161,3.63848
1584.89,0.614897,0.222028,0.452601,3.81866,0.0294031,0.000881855,0.0265281,0.00833835,0.000432054,6.03676e-06,5.57212e-06,3.54973,0.225345,0.00928933,3.5907
1995.26,0.616376,0.227527,0.465855,3.78851,0.0292719,0.00101809,0.0258298,0.00851815,0.00056503,6.03676e-06,1.70595e-05,3.48676,0.241577,0.0105091,3.54278
2511.89,0.61836,0.233178,0.477606,3.75944,0.0292217,0.00113703,0.0253031,0.00873004,0.000612827,6.03676e-06,1.29207e-05,3.42784,0.258814,0.0116524,3.49523
3162.28,0.621194,0.239136,0.487808,3.72996,0.0292122,0.00123211,0.0246495,0.00889477,0.000663123,6.03676e-06,1.29207e-05,3.37079,0.277783,0.012941,3.44534
3981.07,0.623198,0.245223,0.497129,3.70118,0.0291029,0.00138838,0.0241318,0.00911986,0.000755504,6.03676e-06,1.29207e-05,3.31648,0.296451,0.0142416,3.39638
5011.87,0.626007,0.250923,0.504589,3.67292,0.0289463,0.00154781,0.0236756,0.00926257,0.000838233,6.03676e-06,1.67122e-05,3.26727,0.313891,0.0153789,3.34932
6309.57,0.628563,0.256799,0.511985,3.64502,0.0286159,0.00170886,0.0233812,0.00942099,0.000927907,6.03676e-06,1.67122e-05,3.22096,0.331,0.0164314,3.30311
7943.28,0.631131,0.262581,0.516669,3.61839,0.0283897,0.00191503,0.0229672,0.0095223,0.00109109,6.03676e-06,1.67122e-05,3.17831,0.348588,0.0175526,3.25746
9999.99,0.633739,0.26809,0.521331,3.59277,0.0282027,0.00208947,0.0226185,0.00963522,0.0011998,6.03676e-06,1.67122e-05,3.13851,0.364576,0.0190371,3.21416
12589.2,0.635859,0.273732,0.525242,3.56888,0.0280641,0.00222127,0.0223033,0.00968618,0.00132114,6.03676e-06,2.43639e-05,3.1023,0.380246,0.0200227,3.17335
15848.9,0.637603,0.279291,0.528288,3.54666,0.0279428,0.00231626,0.0220626,0.00969924,0.00147428,6.03676e-06,7.65172e-06,3.06904,0.395842,0.0209401,3.13456
19952.6,0.639478,0.284436,0.530873,3.52555,0.0277516,0.00243088,0.0218654,0.00971005,0.00160523,6.03676e-06,7.65172e-06,3.03935,0.41044,0.0216253,3.09802
25118.8,0.640733,0.289048,0.533308,3.50607,0.0275575,0.00248038,0.0216183,0.00983157,0.00170898,6.60642e-06,7.65172e-06,3.01085,0.423435,0.0224416,3.06479
31622.8,0.642723,0.293309,0.534986,3.4873,0.027365,0.00264779,0.0214612,0.00975695,0.00186231,6.60642e-06,2.167e-05,2.98573,0.436317,0.0231121,3.03267
39810.7,0.644013,0.297352,0.536227,3.47024,0.0272106,0.00275035,0.0212877,0.00975983,0.00197628,6.60642e-06,2.167e-05,2.96351,0.448052,0.0236287,3.00364
50118.7,0.645145,0.300988,0.537769,3.45423,0.0267829,0.0028463,0.021081,0.00981113,0.00227553,6.60642e-06,2.167e-05,2.94249,0.458677,0.0238756,2.977
63095.7,0.64642,0.304611,0.538829,3.43911,0.0265204,0.00289533,0.0209443,0.00978548,0.0024918,6.60642e-06,2.99812e-05,2.92461,0.468396,0.0239534,2.95246
79432.8,0.646863,0.307794,0.539661,3.42646,0.0263453,0.00295546,0.0207864,0.00972121,0.00278171,6.60642e-06,3.27452e-05,2.90807,0.47739,0.0240908,2.93101
99999.9,0.648074,0.310631,0.540497,3.41361,0.0259897,0.00292226,0.0207337,0.0097065,0.00311526,6.60642e-06,3.09447e-05,2.89365,0.486283,0.0237255,2.91044
125892,0.648521,0.313092,0.541607,3.40236,0.0256836,0.00276534,0.0205582,0.00974345,0.00339318,6.60642e-06,3.43613e-05,2.88139,0.493236,0.023017,2.89387
158489,0.649453,0.315352,0.542657,3.39091,0.0251581,0.00266483,0.0204421,0.0097708,0.0038823,6.60642e-06,3.4718e-05,2.87029,0.498916,0.0224987,2.87857
199526,0.650393,0.317214,0.543599,3.38004,0.0245484,0.00248246,0.0203917,0.0097481,0.00444724,6.60642e-06,3.4718e-05,2.86032,0.504917,0.0215188,2.86407
251188,0.651016,0.319103,0.544174,3.36994,0.0240448,0.00238262,0.0203309,0.00972246,0.00496192,6.60642e-06,3.4718e-05,2.85175,0.510992,0.0206497,2.85068
316227,0.651979,0.32068,0.544931,3.36118,0.0234606,0.00218683,0.0202622,0.00972739,0.00554682,6.60642e-06,3.43613e-05,2.84453,0.516161,0.0195685,2.83933
398107,0.652927,0.322223,0.545858,3.35228,0.0227859,0.00198547,0.0202003,0.00967916,0.00629049,6.60642e-06,3.43613e-05,2.83811,0.521305,0.0180816,2.82879
501187,0.654058,0.32343,0.54641,3.34375,0.0219133,0.00174604,0.0201409,0.00964586,0.00718391,6.60642e-06,3.43613e-05,2.83258,0.526277,0.0165843,2.81883
630957,0.655131,0.324402,0.547191,3.3356,0.0210979,0.00152933,0.0201169,0.00962928,0.00795724,6.60642e-06,3.43613e-05,2.82857,0.530186,0.0147787,2.81068
794327,0.655884,0.325294,0.547583,3.32873,0.0202034,0.00137211,0.0200747,0.00963012,0.00885276,6.60642e-06,3.43613e-05,2.8255,0.532822,0.0133842,2.80434
999999,0.656508,0.325764,0.54787,3.32426,0.0197097,0.00124842,0.020047,0.00965508,0.00932253,6.60642e-06,3.43613e-05,2.82377,0.534501,0.0123605,2.80033
