Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
125.892,0.652484,0.176865,0.239977,4.05739,0.0299312,6.17778e-05,0.0399728,0.00436182,4.02174e-05,6.95087e-06,0,4.31352,0.0804969,0.00132025,3.9834
158.489,0.645359,0.179283,0.258791,4.04419,0.0301273,0.000140827,0.03815,0.00466544,4.02174e-05,6.95087e-06,0,4.25135,0.0897104,0.00166699,3.96054
199.526,0.639227,0.182287,0.280014,4.02921,0.030242,0.000181126,0.0366937,0.00499733,4.02174e-05,6.95087e-06,0,4.18496,0.0995004,0.00203181,3.93535
251.189,0.63286,0.185559,0.300941,4.01251,0.0304159,0.000259482,0.0351303,0.0053648,7.10381e-05,6.95087e-06,0,4.11547,0.110753,0.00247118,3.90687
316.228,0.627478,0.189062,0.321862,3.99368,0.0306538,0.000302388,0.0335973,0.00568331,7.20687e-05,6.95087e-06,0,4.04421,0.122501,0.00305441,3.87564
398.107,0.623226,0.192328,0.34251,3.97296,0.0307249,0.000360863,0.0322195,0.00607673,8.31573e-05,6.95087e-06,0,3.97221,0.134349,0.00372394,3.84233
501.187,0.619792,0.196036,0.363496,3.9516,0.0307302,0.000497675,0.030895,0.00646912,0.000147095,6.95087e-06,0,3.89731,0.148184,0.00456071,3.80611
630.957,0.617959,0.200296,0.383071,3.92783,0.0306482,0.00063161,0.0298832,0.00690645,0.00018431,6.95087e-06,0,3.8249,0.162289,0.00538591,3.76724
794.328,0.616389,0.204706,0.40178,3.90216,0.0307459,0.000732283,0.0287421,0.00727913,0.000194571,6.95087e-06,0,3.75305,0.177579,0.00618448,3.72536
999.999,0.616264,0.209713,0.419665,3.87498,0.0306088,0.000822202,0.0278832,0.00766121,0.000253256,6.95087e-06,0,3.68218,0.193172,0.00723068,3.6814
1258.92,0.61596,0.214642,0.435825,3.84791,0.0304883,0.000943639,0.0270661,0.00789507,0.000346604,8.82571e-06,0,3.61407,0.208549,0.00862848,3.63738
1584.89,0.617346,0.219441,0.450904,3.81915,0.0304412,0.00102181,0.0263113,0.00817314,0.000425045,8.82571e-06,0,3.54848,0.224571,0.00974078,3.59136
1995.26,0.618879,0.224663,0.464131,3.79054,0.030228,0.00114944,0.0255476,0.00847193,0.000563391,8.82571e-06,0,3.48612,0.241687,0.0106919,3.54442
2511.89,0.620374,0.230113,0.47591,3.76159,0.0298842,0.00133887,0.0250186,0.00871773,0.000653918,8.82571e-06,1.42472e-06,3.42686,0.259076,0.0118017,3.49672
3162.28,0.622641,0.235943,0.485912,3.73206,0.0296732,0.00154051,0.024538,0.00879186,0.000753736,8.82571e-06,1.42472e-06,3.37182,0.276417,0.0129949,3.44836
3981.07,0.625494,0.241692,0.494889,3.70339,0.0295015,0.00169924,0.0241145,0.00888267,0.000839837,8.82571e-06,5.11408e-06,3.3189,0.294277,0.0143844,3.40025
5011.87,0.627971,0.247513,0.502897,3.67472,0.0292059,0.0019555,0.023692,0.00899085,0.000965419,8.82571e-06,3.17473e-06,3.26899,0.311529,0.015599,3.35278
6309.57,0.630476,0.253586,0.509182,3.64715,0.0292548,0.00204334,0.0231212,0.00911815,0.00103452,8.82571e-06,2.17996e-06,3.22254,0.329876,0.0168484,3.3055
7943.28,0.633494,0.259247,0.514597,3.62024,0.0291051,0.00220544,0.0227642,0.00921265,0.00109678,8.82571e-06,5.47753e-06,3.17942,0.347189,0.0180963,3.25989
9999.99,0.636355,0.264798,0.519039,3.59462,0.0289346,0.00231934,0.0224037,0.00930671,0.00122202,8.82571e-06,1.57331e-05,3.14038,0.363188,0.0193528,3.21687
12589.2,0.638734,0.270523,0.523345,3.57028,0.0287142,0.00248675,0.0221538,0.0093987,0.00133419,8.82571e-06,1.57331e-05,3.10348,0.379783,0.0200356,3.17511
15848.9,0.641102,0.275801,0.526659,3.54781,0.0285549,0.0025419,0.0218894,0.00953652,0.00145532,8.82571e-06,5.86447e-06,3.06916,0.395471,0.021023,3.13581
19952.6,0.64337,0.280617,0.529256,3.52644,0.0282627,0.00274624,0.0217414,0.00952342,0.00166577,8.82571e-06,5.86447e-06,3.03881,0.40963,0.0217824,3.09933
25118.8,0.644273,0.285537,0.531262,3.5071,0.0280567,0.00287314,0.0215281,0.00961416,0.00176771,8.82571e-06,1.08725e-05,3.01066,0.424502,0.0222547,3.0647
31622.8,0.645713,0.290087,0.533336,3.48953,0.0278403,0.00293771,0.0213838,0.00965995,0.00189919,8.82571e-06,2.16593e-05,2.98503,0.438215,0.0226012,3.03315
39810.7,0.646773,0.294098,0.534865,3.47322,0.0276096,0.00295536,0.0212296,0.00967226,0.00204632,8.82571e-06,2.6196e-05,2.96266,0.450179,0.023209,3.00458
50118.7,0.647518,0.297964,0.536321,3.45762,0.0272396,0.00313595,0.0210579,0.0096543,0.00231357,9.21602e-06,1.82767e-05,2.9421,0.46062,0.0235447,2.97829
63095.7,0.64917,0.301222,0.537316,3.44287,0.0269839,0.00308037,0.0209265,0.00963108,0.00259049,9.21602e-06,2.11132e-05,2.92377,0.469951,0.0238635,2.95414
79432.8,0.650096,0.304295,0.538133,3.42921,0.0266375,0.00306782,0.0208118,0.00962649,0.00292187,9.21602e-06,3.15897e-05,2.908,0.478554,0.0236806,2.93269
99999.9,0.6509,0.307194,0.539323,3.41676,0.0261452,0.00306874,0.0207738,0.00960611,0.00334364,9.21602e-06,3.57768e-05,2.89384,0.486874,0.0233517,2.91286
125892,0.65153,0.309984,0.540122,3.40474,0.0257583,0.00298136,0.0206912,0.0096105,0.00373113,9.21602e-06,3.57768e-05,2.88101,0.494276,0.0229237,2.89483
158489,0.652332,0.31215,0.540753,3.39367,0.0254838,0.00288595,0.0205755,0.0095664,0.00408265,9.21602e-06,3.71337e-05,2.86997,0.501133,0.0222301,2.87884
199526,0.653218,0.314206,0.541556,3.38283,0.0248625,0.0027658,0.020543,0.0095665,0.0046523,9.21602e-06,3.71337e-05,2.85998,0.50736,0.0213377,2.86422
251188,0.653801,0.316024,0.542286,3.37342,0.024132,0.00263283,0.0205169,0.0095676,0.00531024,9.21602e-06,3.96162e-05,2.85141,0.512733,0.020468,2.85165
316227,0.654459,0.317657,0.543145,3.36422,0.0235075,0.00250897,0.0204648,0.00957303,0.00594251,9.21602e-06,4.10036e-05,2.84384,0.517647,0.0193615,2.84042
398107,0.65519,0.31918,0.543939,3.35533,0.0226924,0.00235759,0.0204287,0.00958997,0.00667527,9.21602e-06,4.22843e-05,2.83733,0.522572,0.0180376,2.82971
501187,0.656129,0.32046,0.544717,3.34622,0.022003,0.00207359,0.0203993,0.00963851,0.00730486,9.21602e-06,3.92621e-05,2.83189,0.526792,0.0165014,2.82029
630957,0.656976,0.321603,0.545548,3.33812,0.0212197,0.0017297,0.0203679,0.0096273,0.00809028,9.21602e-06,3.92621e-05,2.82768,0.530565,0.0148785,2.81218
794327,0.657712,0.322535,0.546156,3.33103,0.0204273,0.00153276,0.0203235,0.00963962,0.00885543,9.21602e-06,3.18077e-05,2.82443,0.533698,0.0134331,2.80552
999999,0.65785,0.323153,0.546559,3.32671,0.0200387,0.00143784,0.0202882,0.00964471,0.00923925,9.21602e-06,3.18077e-05,2.82245,0.535372,0.0124679,2.80182
