Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
316.228,0.625959,0.188411,0.31716,4.00136,0.029546,0.000362112,0.0346231,0.00574548,8.83131e-05,0,0,4.05996,0.121816,0.00286772,3.88393
398.107,0.621623,0.192266,0.338634,3.98091,0.0295882,0.000382555,0.0333688,0.00616755,0.000117939,0,0,3.98705,0.134782,0.00344722,3.84989
501.187,0.618755,0.196131,0.359044,3.95839,0.0296094,0.00044168,0.0321037,0.00658034,0.000157302,0,0,3.91458,0.147742,0.00414691,3.81364
630.957,0.616525,0.200012,0.379098,3.93491,0.0296927,0.000454005,0.0307927,0.00698626,0.000228904,0,0,3.84113,0.161731,0.00503082,3.77517
794.328,0.615887,0.204238,0.398304,3.90939,0.0296843,0.000560554,0.0296071,0.00735965,0.000303638,0,1.78947e-06,3.76914,0.175754,0.00605645,3.73438
999.999,0.61579,0.20877,0.415383,3.88318,0.0298082,0.000686396,0.0286103,0.00759585,0.000351742,0,0,3.69898,0.192118,0.00697301,3.69078
1258.92,0.615943,0.213875,0.432249,3.85649,0.0296613,0.000773798,0.0278356,0.00790039,0.000416733,0,0,3.63057,0.208487,0.00809056,3.64648
1584.89,0.617694,0.218991,0.447293,3.82817,0.0295607,0.000923168,0.0270819,0.00807933,0.000545227,9.99147e-06,0,3.56577,0.225348,0.00919212,3.59993
1995.26,0.619027,0.224515,0.460661,3.79932,0.0293244,0.00108118,0.026486,0.00833954,0.000622533,9.99147e-06,0,3.50313,0.242563,0.0105088,3.55237
2511.89,0.621323,0.230012,0.47198,3.77,0.0291546,0.00118701,0.0258362,0.00854845,0.000706681,9.99147e-06,0,3.44409,0.260641,0.0115847,3.50372
3162.28,0.623714,0.235865,0.482394,3.74129,0.0291086,0.00137052,0.0251633,0.00875773,0.00069975,9.99147e-06,0,3.38884,0.278375,0.0127342,3.45597
3981.07,0.626056,0.241939,0.491212,3.71258,0.02888,0.0015592,0.0246076,0.00900718,0.000776507,9.99147e-06,1.48143e-05,3.33667,0.296087,0.0137603,3.4082
5011.87,0.628536,0.247939,0.498743,3.68442,0.0287498,0.00169557,0.0241583,0.00908247,0.000930904,9.99147e-06,1.05281e-05,3.28783,0.313546,0.0149918,3.36107
6309.57,0.631103,0.253668,0.505288,3.65697,0.0286674,0.00185372,0.0236806,0.00908486,0.00103,9.99147e-06,1.52673e-05,3.2427,0.330951,0.0159119,3.31507
7943.28,0.633993,0.259302,0.510992,3.63046,0.0285192,0.00208365,0.02333,0.00911198,0.00113494,9.99147e-06,1.60197e-05,3.2002,0.34809,0.0167758,3.27037
9999.99,0.636482,0.26492,0.515642,3.60549,0.0283946,0.00221586,0.0230044,0.00922327,0.00118209,9.99147e-06,1.60197e-05,3.16114,0.364758,0.0180399,3.22732
12589.2,0.638647,0.270068,0.519366,3.58224,0.0281783,0.00230473,0.0227714,0.00928046,0.00129809,9.99147e-06,1.60197e-05,3.12478,0.380792,0.0191149,3.18696
15848.9,0.640374,0.275513,0.522554,3.55976,0.0279771,0.00248359,0.0225267,0.00927077,0.00142566,9.99147e-06,1.81869e-05,3.0911,0.396056,0.0201589,3.1481
19952.6,0.642129,0.280395,0.525221,3.53847,0.027943,0.00254746,0.0223032,0.0092041,0.00156001,1.32562e-05,1.71417e-05,3.06085,0.409714,0.0211068,3.11218
25118.8,0.643805,0.285231,0.527384,3.51909,0.0278156,0.00262978,0.0221344,0.00922981,0.00165139,1.32562e-05,2.39284e-05,3.03334,0.423606,0.0216525,3.0784
31622.8,0.645137,0.289687,0.529258,3.5009,0.0277219,0.0026885,0.0219109,0.00924424,0.0018029,1.32562e-05,2.1226e-05,3.00837,0.437165,0.021892,3.0467
39810.7,0.646411,0.293781,0.531018,3.48345,0.0274739,0.0027966,0.0217415,0.00922493,0.00198571,1.81225e-05,1.54637e-05,2.98529,0.448238,0.0223702,3.0179
50118.7,0.647515,0.297887,0.53273,3.4679,0.0271294,0.00290469,0.0215681,0.0092248,0.0022447,1.81225e-05,9.72834e-06,2.96497,0.459187,0.0225,2.99132
63095.7,0.648962,0.301168,0.533909,3.45289,0.0269121,0.00295177,0.0214598,0.00921103,0.0024126,1.81225e-05,3.83651e-06,2.94605,0.468716,0.0229273,2.96698
79432.8,0.64997,0.304429,0.534944,3.43973,0.0264368,0.00305291,0.0213808,0.00921537,0.00277224,1.81225e-05,6.60779e-06,2.93005,0.477498,0.0229674,2.94545
99999.9,0.650886,0.307227,0.536062,3.42735,0.0260412,0.00308572,0.0212862,0.00924111,0.00309575,1.81225e-05,6.60779e-06,2.91514,0.485734,0.0228399,2.92559
125892,0.651903,0.309544,0.53673,3.41545,0.0256153,0.00303214,0.021199,0.00924329,0.00348798,1.81225e-05,6.97265e-06,2.90266,0.493477,0.0223142,2.90784
158489,0.652667,0.311824,0.537702,3.40468,0.0252,0.00301601,0.0211261,0.00926364,0.00387154,1.81225e-05,6.11806e-06,2.89182,0.499699,0.0216574,2.89261
199526,0.653361,0.313926,0.538592,3.39475,0.0246525,0.00282285,0.0210444,0.00926466,0.00447918,1.81225e-05,6.11806e-06,2.88193,0.505851,0.0208497,2.87865
251188,0.654498,0.31566,0.539355,3.38449,0.0241175,0.00260712,0.0209689,0.0092621,0.00502509,1.81225e-05,6.84302e-06,2.87371,0.511597,0.0198537,2.86567
316227,0.655378,0.317399,0.539991,3.37506,0.023418,0.00240295,0.0208951,0.0092892,0.00571094,1.81225e-05,1.58948e-05,2.86684,0.5168,0.0187287,2.8541
398107,0.656251,0.318927,0.54072,3.36592,0.022752,0.00216061,0.0208268,0.00928632,0.00638894,1.81225e-05,1.58948e-05,2.86062,0.521777,0.0173558,2.84353
501187,0.657041,0.320249,0.54146,3.35723,0.0220408,0.00184953,0.0207762,0.00927051,0.00709523,1.81225e-05,1.72629e-05,2.85542,0.526438,0.0159267,2.83418
630957,0.657785,0.321399,0.542089,3.3493,0.0211758,0.00163236,0.0207264,0.00928033,0.00798925,1.81225e-05,1.72629e-05,2.85114,0.530339,0.0141706,2.82599
794327,0.658456,0.322445,0.542597,3.34192,0.0204744,0.0014157,0.0206939,0.00928724,0.00863724,1.81225e-05,1.72629e-05,2.84799,0.533871,0.012605,2.81905
999999,0.658662,0.323082,0.542939,3.33779,0.0200048,0.00128638,0.0206753,0.00929967,0.00907487,1.81225e-05,1.72629e-05,2.84611,0.535818,0.0117109,2.81511
