Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
79.4328,0.663451,0.173702,0.203361,4.08194,0.0276241,8.82879e-05,0.0440006,0.003628,3.5716e-05,0,0,4.43741,0.0623176,0.000845399,4.02653
100,0.656131,0.175607,0.221069,4.0719,0.0278177,8.73255e-05,0.0421088,0.00398101,5.0537e-05,0,0,4.38257,0.0695342,0.0010071,4.00909
125.892,0.648103,0.177783,0.239685,4.06083,0.0282834,9.29986e-05,0.039837,0.0042043,0.000103263,0,0,4.32345,0.0774803,0.00140144,3.98964
158.489,0.640692,0.180179,0.258445,4.04827,0.0286071,0.00011339,0.0379092,0.00447046,9.09267e-05,0,0,4.26263,0.0870311,0.00160125,3.96729
199.526,0.634186,0.182881,0.278425,4.03334,0.0289256,0.000146324,0.0362469,0.00479547,8.88861e-05,0,0,4.1956,0.0978076,0.00200282,3.94118
251.189,0.628413,0.185841,0.299268,4.01675,0.0289885,0.000146371,0.0348286,0.00520516,0.000101208,5.17111e-07,0,4.12648,0.109259,0.0023188,3.9128
316.228,0.623808,0.189149,0.320277,3.99761,0.0292645,0.000206014,0.0333232,0.00555193,0.000123033,5.17111e-07,0,4.05581,0.119961,0.00289519,3.88234
398.107,0.619687,0.192657,0.341803,3.97746,0.0293782,0.000276148,0.0319765,0.00590363,0.000158593,5.17111e-07,0,3.982,0.132602,0.00370541,3.8486
501.187,0.616809,0.19635,0.362869,3.95476,0.0294539,0.000332931,0.0307399,0.0062716,0.000181181,5.17111e-07,0,3.90685,0.14609,0.00442806,3.81162
630.957,0.615029,0.200614,0.383624,3.93072,0.0295779,0.000505575,0.0295284,0.00657825,0.000211961,5.17111e-07,0,3.83289,0.160132,0.00546656,3.77232
794.328,0.613462,0.204939,0.402401,3.90533,0.029426,0.000575307,0.0286809,0.00690525,0.000262483,5.17111e-07,0,3.75926,0.175794,0.00655905,3.73005
999.999,0.613055,0.209543,0.420572,3.87812,0.029361,0.000653275,0.0277926,0.00726083,0.000324657,5.17111e-07,0,3.68723,0.191398,0.00756986,3.68606
1258.92,0.612604,0.214877,0.436812,3.85019,0.0292442,0.000770042,0.026997,0.00750468,0.000344836,7.94625e-06,0,3.6179,0.208175,0.0086507,3.64019
1584.89,0.613669,0.219966,0.451797,3.82181,0.0291107,0.000910171,0.0262254,0.00790294,0.000426773,7.94625e-06,1.07768e-05,3.55171,0.224641,0.00985677,3.59391
1995.26,0.61617,0.224956,0.465102,3.79197,0.0290795,0.000995069,0.025657,0.00806391,0.00051413,7.94625e-06,1.07768e-05,3.48874,0.241415,0.0108821,3.54608
2511.89,0.618654,0.230409,0.476921,3.7624,0.0289529,0.00112061,0.0250573,0.00829748,0.000642433,7.94625e-06,1.36782e-05,3.42962,0.258504,0.0122699,3.49781
3162.28,0.621434,0.236467,0.486467,3.73276,0.0287413,0.00130542,0.0246245,0.00840373,0.000722619,7.94625e-06,1.36782e-05,3.3756,0.276048,0.0132552,3.44937
3981.07,0.623757,0.242223,0.495197,3.70376,0.0284885,0.001526,0.0240972,0.00861846,0.000798285,8.76361e-06,2.36948e-05,3.32226,0.294717,0.0144681,3.4002
5011.87,0.625894,0.248298,0.503147,3.67612,0.0282552,0.00168044,0.0237198,0.00873808,0.000948499,8.76361e-06,2.19761e-05,3.27263,0.312654,0.0157291,3.35309
6309.57,0.628914,0.254462,0.509549,3.64856,0.028158,0.00179712,0.0233499,0.00883959,0.00108052,8.76361e-06,2.19761e-05,3.2272,0.330189,0.0167753,3.30676
7943.28,0.631639,0.260199,0.515374,3.62204,0.0280055,0.00193496,0.0230255,0.00900041,0.00111357,8.76361e-06,2.38445e-05,3.1839,0.347818,0.0176984,3.26154
9999.99,0.634017,0.266014,0.519877,3.59655,0.0276708,0.00208548,0.0226699,0.00913189,0.00129994,1.05248e-05,2.46286e-05,3.14473,0.36424,0.0186982,3.21842
12589.2,0.636537,0.27154,0.524109,3.57177,0.0275321,0.00222751,0.0224257,0.00918661,0.00137164,1.05248e-05,2.09523e-05,3.10742,0.379886,0.0199064,3.17669
15848.9,0.638243,0.276939,0.526976,3.54938,0.0272916,0.00239991,0.0221992,0.00927585,0.00144851,1.05248e-05,2.34714e-05,3.07406,0.396015,0.0207753,3.13727
19952.6,0.640056,0.281986,0.529978,3.52847,0.0272011,0.00253838,0.0218938,0.00929785,0.00160086,1.05248e-05,2.34714e-05,3.04333,0.410923,0.0214034,3.10082
25118.8,0.641571,0.286981,0.532328,3.5084,0.0270316,0.00266119,0.0216706,0.00924392,0.00177436,1.05248e-05,3.37277e-05,3.01546,0.423862,0.0222991,3.06685
31622.8,0.64372,0.291464,0.534277,3.48964,0.0267906,0.00266239,0.0214211,0.00924678,0.00206633,1.05248e-05,4.04185e-05,2.99026,0.436679,0.0228631,3.0348
39810.7,0.645655,0.295133,0.536079,3.4726,0.0266109,0.00274068,0.0212623,0.00920339,0.00218057,1.05248e-05,4.33349e-05,2.96779,0.447951,0.0233163,3.0064
50118.7,0.646258,0.298883,0.537175,3.45658,0.0263608,0.00279481,0.0211609,0.00916668,0.00242185,1.37183e-05,4.35252e-05,2.94677,0.458856,0.0233438,2.9797
63095.7,0.647359,0.302372,0.538581,3.44263,0.0261067,0.00279905,0.0210321,0.00909594,0.00270376,1.37183e-05,4.06237e-05,2.92806,0.468808,0.0238103,2.95554
79432.8,0.648348,0.305528,0.539831,3.42944,0.0256795,0.00282256,0.0209204,0.0090859,0.00303858,1.37183e-05,4.13308e-05,2.91152,0.477642,0.0238498,2.93386
99999.9,0.649172,0.308318,0.541063,3.41674,0.0252338,0.00281267,0.020773,0.00917012,0.00339597,1.37183e-05,4.16193e-05,2.89669,0.485368,0.0237127,2.91452
125892,0.650417,0.310744,0.54194,3.40403,0.0248516,0.00280518,0.0206686,0.00909989,0.00381861,1.37183e-05,4.62426e-05,2.88441,0.492127,0.023191,2.89673
158489,0.651189,0.312949,0.542793,3.39303,0.0244541,0.00277291,0.0205524,0.00911131,0.0041741,1.37183e-05,4.02607e-05,2.87284,0.499346,0.0223247,2.88071
199526,0.652015,0.315027,0.543454,3.38276,0.0238896,0.00260811,0.0204694,0.009113,0.0047784,1.37183e-05,4.3008e-05,2.86366,0.50568,0.0213184,2.86653
251188,0.652735,0.316951,0.544218,3.37327,0.0232619,0.00245265,0.0203969,0.0091154,0.00536238,1.37183e-05,4.3008e-05,2.85528,0.511728,0.0202325,2.8534
316227,0.653458,0.318665,0.54486,3.36378,0.0226229,0.00221804,0.0203171,0.00912323,0.00600754,1.75253e-05,4.3008e-05,2.84848,0.517084,0.0187856,2.84173
398107,0.654359,0.319969,0.545528,3.35445,0.0218561,0.00200116,0.020275,0.00913979,0.00675045,1.75253e-05,4.3008e-05,2.84231,0.521085,0.0176021,2.83174
501187,0.655061,0.321213,0.546232,3.34617,0.0210909,0.00175822,0.0202355,0.00917333,0.00742805,1.75253e-05,4.3008e-05,2.83707,0.525529,0.0161008,2.82256
630957,0.655763,0.322402,0.546762,3.33803,0.0203683,0.00157209,0.020192,0.00915263,0.00815867,1.75253e-05,4.75268e-05,2.83297,0.529685,0.0143883,2.81423
794327,0.656475,0.323395,0.547302,3.33124,0.019645,0.00135836,0.0201783,0.0091335,0.00885909,1.75253e-05,4.75268e-05,2.82965,0.53303,0.0130486,2.80728
999999,0.656815,0.323877,0.547506,3.32693,0.0191611,0.00125567,0.0201529,0.00913451,0.00934429,1.75253e-05,4.56583e-05,2.82776,0.534635,0.0122992,2.80359
