Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
39.8107,0.689723,0.169508,0.15903,4.10692,0.0278199,5.37655e-05,0.0519786,0.00315909,1.67273e-05,0,0,4.57248,0.0449493,0.000421849,4.06965
50.1187,0.681866,0.17103,0.172529,4.10043,0.0281691,7.20385e-05,0.0494297,0.00335276,2.11209e-05,0,0,4.53195,0.0501366,0.000511674,4.05788
63.0957,0.673859,0.172494,0.187429,4.09286,0.0283794,7.7818e-05,0.047067,0.00356139,2.11209e-05,0,0,4.48574,0.0561765,0.000666407,4.04408
79.4328,0.665761,0.174367,0.203846,4.08411,0.0285864,0.000118219,0.0448428,0.00376,4.32525e-05,0,0,4.43652,0.0626932,0.000838468,4.02856
100,0.658155,0.176556,0.221002,4.07376,0.0290682,0.000115451,0.0427721,0.00395369,4.20433e-05,0,0,4.38211,0.0704453,0.00107134,4.01027
125.892,0.65065,0.178595,0.239397,4.06197,0.0294136,0.000138258,0.0409132,0.00428702,3.19347e-05,0,0,4.32303,0.0780756,0.00131904,3.99057
158.489,0.643692,0.181031,0.259081,4.04953,0.0295754,0.000197064,0.0391102,0.00467299,3.9524e-05,0,0,4.26077,0.0875398,0.00154174,3.96837
199.526,0.636911,0.183694,0.279189,4.03452,0.0298981,0.00021902,0.0373646,0.00492023,6.35595e-05,0,0,4.19482,0.0974423,0.0019328,3.94301
251.189,0.631592,0.186746,0.300113,4.01812,0.0300841,0.000278774,0.0358221,0.00520666,6.89483e-05,0,0,4.12653,0.108167,0.0023957,3.91539
316.228,0.626393,0.189897,0.320931,4.00019,0.0302822,0.00032353,0.0343135,0.00558651,8.15377e-05,0,0,4.05626,0.119549,0.00288535,3.88555
398.107,0.623129,0.193107,0.341692,3.98053,0.0306374,0.000407305,0.0328104,0.00589279,0.000117845,0,0,3.98449,0.132435,0.00338589,3.85235
501.187,0.620575,0.197005,0.362376,3.95832,0.030767,0.000487599,0.0314108,0.00632894,0.000145933,0,0,3.91153,0.146307,0.00399048,3.81554
630.957,0.618518,0.201228,0.3828,3.93385,0.0307958,0.000576426,0.0304311,0.00663511,0.00020522,0,0,3.83724,0.159784,0.00482186,3.77667
794.328,0.617783,0.205502,0.402213,3.9081,0.0306078,0.000608735,0.0294085,0.00708325,0.000249025,7.41841e-06,0,3.76549,0.174629,0.00571944,3.73507
999.999,0.617149,0.210422,0.420448,3.88122,0.0305814,0.000736991,0.0284839,0.00747595,0.000282989,1.07591e-05,0,3.69271,0.190965,0.00661943,3.69076
1258.92,0.617191,0.21557,0.436823,3.85264,0.0304977,0.000784561,0.0276238,0.00779618,0.000363844,1.07591e-05,0,3.62261,0.207394,0.00777002,3.64452
1584.89,0.618114,0.221143,0.452092,3.82368,0.0304262,0.000858537,0.0268794,0.00813325,0.000372842,1.07591e-05,2.43303e-06,3.55523,0.225384,0.00879879,3.59649
1995.26,0.61942,0.226896,0.465836,3.79436,0.0302173,0.00105903,0.0261862,0.00835843,0.00047244,1.07591e-05,0,3.49096,0.243221,0.0101163,3.54778
2511.89,0.621539,0.232771,0.477879,3.76416,0.0301092,0.00115513,0.0254713,0.00848274,0.00062778,1.07591e-05,0,3.43185,0.259871,0.0114614,3.49934
3162.28,0.623449,0.238635,0.487961,3.73451,0.0298917,0.00134553,0.0250039,0.00873146,0.000692222,1.54231e-05,0,3.37523,0.277129,0.0127169,3.45092
3981.07,0.625664,0.244872,0.497024,3.70595,0.0297594,0.0014733,0.0243539,0.00896936,0.000807792,1.54231e-05,0,3.32159,0.296059,0.0139544,3.40201
5011.87,0.628527,0.250634,0.505379,3.67742,0.0294962,0.00164087,0.0240074,0.00907204,0.000949252,1.54231e-05,0,3.27163,0.313645,0.01524,3.35442
6309.57,0.630181,0.256651,0.511822,3.65059,0.0292047,0.00185057,0.0237003,0.00927831,0.000995167,1.54231e-05,0,3.22537,0.331044,0.0163691,3.30894
7943.28,0.632658,0.262517,0.517499,3.62464,0.0290502,0.00196072,0.0232674,0.00943654,0.00108965,1.54231e-05,0,3.18253,0.348801,0.017412,3.26401
9999.99,0.635106,0.268516,0.521935,3.59985,0.0290072,0.00203616,0.0229512,0.00945995,0.00120469,1.54231e-05,5.91889e-06,3.14256,0.367251,0.0184708,3.21963
12589.2,0.637159,0.273998,0.525574,3.57522,0.0288353,0.00227705,0.0226642,0.00946152,0.00132583,1.54231e-05,0,3.10595,0.383116,0.019392,3.178
15848.9,0.638907,0.279263,0.528997,3.55288,0.0286223,0.00246072,0.0224387,0.00952052,0.00143556,1.54231e-05,4.54017e-06,3.07288,0.398188,0.0203629,3.13954
19952.6,0.640407,0.284472,0.53138,3.53212,0.028398,0.00264314,0.0222424,0.00953001,0.00158433,1.54231e-05,1.00937e-05,3.04113,0.414377,0.0211395,3.1017
25118.8,0.641795,0.289241,0.533679,3.51241,0.0281305,0.00268179,0.0220871,0.00952217,0.00181681,1.54231e-05,1.25352e-05,3.01299,0.428009,0.0219445,3.06762
31622.8,0.642688,0.293995,0.535643,3.49435,0.0279204,0.00274244,0.0218937,0.0095386,0.00201349,1.54231e-05,1.25352e-05,2.98675,0.441729,0.0225016,3.03544
39810.7,0.644128,0.297951,0.537243,3.47694,0.0276695,0.00282831,0.0217647,0.0095604,0.00218763,1.54231e-05,1.69344e-05,2.96409,0.453296,0.0226963,3.00629
50118.7,0.645022,0.301957,0.538339,3.46178,0.0272455,0.0030032,0.0216833,0.00961482,0.00240881,1.54231e-05,2.62988e-05,2.94291,0.465026,0.0231525,2.97893
63095.7,0.645976,0.305563,0.539357,3.44714,0.026943,0.00300357,0.0215767,0.0096244,0.0026584,1.54231e-05,2.62988e-05,2.92439,0.475254,0.0232418,2.95444
79432.8,0.647116,0.308544,0.54054,3.43319,0.0267703,0.00300548,0.0214959,0.00960272,0.00282446,1.54231e-05,2.15196e-05,2.90858,0.483437,0.0231756,2.93328
99999.9,0.648217,0.311488,0.541728,3.41995,0.0263729,0.00299626,0.0214268,0.00959576,0.00311692,1.54231e-05,2.15196e-05,2.89408,0.491346,0.0231007,2.91338
125892,0.648991,0.314109,0.542504,3.40785,0.025986,0.00293704,0.0212692,0.00960767,0.00354147,1.54231e-05,2.15196e-05,2.88116,0.499041,0.0225112,2.89512
158489,0.649653,0.316548,0.543389,3.39664,0.0256272,0.00287268,0.0211749,0.0096548,0.00387026,1.54231e-05,2.47709e-05,2.86976,0.505529,0.0219618,2.87927
199526,0.650665,0.318601,0.544291,3.38609,0.0250653,0.00275328,0.0211095,0.00967018,0.00438376,1.54231e-05,2.42404e-05,2.85964,0.511795,0.0211729,2.8645
251188,0.651791,0.320413,0.54527,3.37576,0.0243302,0.00262382,0.0210614,0.00969419,0.00506575,1.54231e-05,1.56442e-05,2.85105,0.517301,0.0200999,2.85144
316227,0.652481,0.322088,0.546024,3.36642,0.0236378,0.00244816,0.0209964,0.00969327,0.0057582,1.54231e-05,1.5115e-05,2.8435,0.522404,0.0190114,2.83974
398107,0.653191,0.32359,0.546584,3.35728,0.0229562,0.00226201,0.0209653,0.0096746,0.0064017,1.54231e-05,1.5115e-05,2.83707,0.527342,0.0177057,2.82911
501187,0.653931,0.324913,0.547211,3.34828,0.0222021,0.00206652,0.0209332,0.00969532,0.00711646,1.54231e-05,1.23942e-05,2.83146,0.531911,0.0163249,2.81937
630957,0.654549,0.325974,0.54791,3.33995,0.0213971,0.00183313,0.0209102,0.00974255,0.00783083,1.54231e-05,1.23942e-05,2.82686,0.535373,0.0149157,2.81159
794327,0.655248,0.327012,0.548562,3.33279,0.0207202,0.00159936,0.0208689,0.00978165,0.00848077,1.54231e-05,1.23942e-05,2.82342,0.538645,0.0134666,2.80468
999999,0.655603,0.327599,0.548856,3.32833,0.0202811,0.00140915,0.0208405,0.00981252,0.00889479,1.54231e-05,1.23942e-05,2.82156,0.540699,0.0124559,2.80052
